Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn_sol,radio,Néoplasme solide malin,"1, Oui | 0, Non | 99, Inconnu",,,,,[comor_malignantn]='1',Systemic/General,Défini comme un néoplasme malin provenant de tissus qui ne comprennent pas de zones liquides. Les exemples représentatifs comprennent les carcinomes (adénocarcinomes ou carcinomes épidermoïdes) et les sarcomes. Les tumeurs malignes des tissus hématopoïétiques et lymphoïdes ne sont pas considérées comme des néoplasmes solides.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,,,,,risk_factor_comor,,,,,,1.0,,,1.0,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn_leuk,radio,Leucémie,"1, Oui | 0, Non | 99, Inconnu",,,,,[comor_malignantn]='1',Systemic/General,"Définie comme une maladie maligne progressive des organes hématopoïétiques, caractérisée par une prolifération et un développement anormaux des leucocytes et de leurs précurseurs dans le sang et la moelle osseuse. Les leucémies étaient à l'origine classées en leucémies aiguës ou chroniques en fonction de l'espérance de vie, mais elles sont désormais classées en fonction de la maturité cellulaire.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"93143009, Leukemia, disease (disorder)","C0023418, leukemia",,risk_factor_comor,,,,,,1.0,,,1.0,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malignantn_lymp,radio,Lymphome,"1, Oui | 0, Non | 99, Inconnu",,,,,[comor_malignantn]='1',Systemic/General,"Définie comme une prolifération maligne (clonale) de lymphocytes B ou T qui touche les ganglions lymphatiques, la moelle osseuse et/ou des sites extranodaux. Cette catégorie comprend les lymphomes non hodgkiniens et les lymphomes hodgkiniens.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ,SNOMED,"118600007, Malignant lymphoma (disorder)","C0024299, Lymphoma",,risk_factor_comor,,,,,,1.0,,,1.0,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_obesity,radio,Obésité,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,Se réfère à un poids corporel nettement supérieur à la norme recommandée. Un IMC >= 30 kg/m2 ou tout autre seuil d'IMC approprié au niveau local peut être utilisé pour définir l'obésité.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"414916001, Obesity (disorder)","C3809449, Obesity",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_malnutriti,radio,Malnutrition,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Il s'agit de toute carence cliniquement identifiée en apport énergétique total ou en nutriments spécifiques, ayant conduit à une intervention diététique ou à une orientation avant l'admission.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"2492009, Nutritional disorder (disorder)","CL1378604, Malnutrition",,risk_factor_comor,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_diabetes,radio,Diabète sucré,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Défini comme un trouble métabolique caractérisé par une glycémie anormalement élevée due à une diminution de la production d'insuline, à une résistance à l'insuline ou à une désensibilisation. Cela inclut le diabète sucré de type 1, le diabète sucré de type 2 ou le diabète gestationnel nécessitant un traitement oral ou sous-cutané.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"73211009, Diabetes mellitus (disorder)","C4013416, Diabetes mellitus",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_diabetes_type,radio,Type de diabète sucré,"1, Type 1 | 2, Type 2 | 3, Diabète gestationnel | 99, Inconnu",,,,,[comor_diabetes] = '1',Systemic/General,"Désigne un sous-type de diabète sucré caractérisé par une déficience en insuline ; il se manifeste par l'apparition soudaine d'une hyperglycémie sévère, une progression rapide vers une acidocétose diabétique et la mort en l'absence de traitement par insuline ; la maladie peut survenir à tout âge, mais elle est plus fréquente chez les enfants et les adolescents.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"46635009, Diabetes mellitus type 1 (disorder)","C5435660, TYPE 1 DIABETES MELLITUS 1",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_diabetes_endorg,radio,Lésions d'organes cibles du diabète,"1, Oui | 0, Non | 99, Inconnu",,,,,[comor_diabetes] = '1',Systemic/General,"Désigne les lésions irréversibles touchant plusieurs organes/systèmes, résultant de complications chroniques du diabète. Les organes/systèmes touchés comprennent le système cardiovasculaire, les reins, les yeux, le système nerveux, les articulations et les pieds.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,,,"C3830315, End Organ Damage from Diabetes",,risk_factor_comor,,,,1.0,,1.0,,,1.0,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c,number,Résultat HbA1C au cours des 6 derniers mois (sélectionner les unités),,number,,,,[comor_diabetes] = '1',Systemic/General,"L'hémoglobine A1C (HbA1C) est un test sanguin qui mesure le taux moyen de glucose dans le sang au cours des trois mois précédant le résultat du test. Elle peut être exprimée en différentes unités (mmol/mol, mmol/L ou %).","Sélectionnez l'option qui correspond le mieux au résultat. S'il n'y a pas de résultat pour le patient au cours des six derniers mois, passez à la question suivante.",SNOMED,"43396009, Hemoglobin A1c measurement (procedure)","C0474680, Hemoglobin A1c measurement",,risk_factor_comor,1.0,,,1.0,,,1.0,1.0,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_hba1c_units,radio,Résultat HbA1C au cours des 6 derniers mois (certaines unités),"1, mmol/mole | 2, %",units,,,,[comor_diabetes] = '1',Systemic/General,,,SNOMED,"43396009, Hemoglobin A1c measurement (procedure)","C0474680, Hemoglobin A1c measurement",,risk_factor_comor,1.0,,,1.0,,,1.0,,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c_mmolmol,number,Résultat HbA1C au cours des 6 derniers mois (mmol/mol),,number,,,,[comor_diabetes] = '1',Systemic/General,"L'hémoglobine A1C (HbA1C) est un test sanguin qui mesure le taux moyen de glucose dans le sang au cours des trois mois précédant le résultat du test. Elle peut être exprimée en différentes unités (mmol/mol, mmol/L ou %).",Entrez la valeur numérique du taux d'HbA1C exprimée en mmol/mol.,SNOMED,"43396009, Hemoglobin A1c measurement (procedure)","C0474680, Hemoglobin A1c measurement",,risk_factor_comor,1.0,,1.0,,,,1.0,1.0,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_hba1c_pcnt,number,Résultats HbA1C au cours des 6 derniers mois (%),,number,0.0,100,,[comor_diabetes] = '1',Systemic/General,"L'hémoglobine A1C (HbA1C) est un test sanguin qui mesure le taux moyen de glucose dans le sang au cours des trois mois précédant le résultat du test. Il peut être exprimé en différentes unités (mmol/mol, mmol/L ou %).",Indiquez la valeur numérique du taux d'HbA1C exprimée en pourcentage %.,SNOMED,"43396009, Hemoglobin A1c measurement (procedure)",,,risk_factor_comor,1.0,,1.0,,,,1.0,,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_smoking,radio,A déjà fumé,"1, Oui | 0, Non | 99, Inconnu",,,,,[demog_calcage_days]>4745,Systemic/General,"Il s'agit de la consommation de cigarettes, cigares, pipes ou équivalents. Une personne qui n'a jamais fumé est définie comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des produits susmentionnés au cours de sa vie. N'incluez pas les produits du tabac sans fumée tels que le tabac à chiquer ou les dispositifs électroniques de délivrance de nicotine.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. Indiquez « Non » si le patient n'a jamais fumé (défini comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des articles ci-dessus au cours de sa vie).,SNOMED,"77176002, Smoker (finding) | 266919005, Never smoked tobacco (finding)","C0302836, Smoking tobacco | C0425293, Never Smoker",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_smoking_type,radio,Statut tabagique,"1, Fumeur actuel | 2, Ancien fumeur",,,,,[comor_smoking]='1',Systemic/General,"Il s'agit de la consommation de cigarettes, cigares, pipes ou équivalents. Une personne n'ayant jamais fumé est définie comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des produits susmentionnés au cours de sa vie. N'incluez pas les produits du tabac sans fumée tels que le tabac à chiquer ou les dispositifs électroniques de délivrance de nicotine. ",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. Indiquez « Non » si le patient n'a jamais fumé (défini comme une personne qui n'a jamais fumé au moment de l'évaluation ou qui a fumé moins de 100 des articles ci-dessus au cours de sa vie).,SNOMED,"77176002, Smoker (finding) | 266919005, Never smoked tobacco (finding)","C0302836, Smoking tobacco | C0425293, Never Smoker",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_smoking_passive,radio,Tabagisme passif (vit dans le même foyer qu'un fumeur),"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,Il s'agit du risque accru d'exposition à la fumée de tabac chez les personnes qui ne fument pas. Cela peut résulter du fait de partager un espace avec un fumeur ou du transfert placentaire de la mère au fœtus.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ,,,,,,,,,,,,,,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_orgtrans,radio,Reprit de greffe,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Il s'agit d'une personne qui reçoit (ou a reçu) des tissus ou des organes transférés d'une autre personne de la même espèce ou d'une espèce différente, ou provenant d'une même personne.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"737294004, Transplant present",,,risk_factor_comor,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_orgtrans_organ,checkbox,Précisez le ou les organes transplantés,"1, Poumon | 2, Cœur | 3, Rein | 4, Foie | 5, Os  | 6, Cellule souche hématopoïétique",,,,,[comor_orgtrans]='1',Systemic/General,"Il s'agit des tissus ou organes spécifiques transférés d'un autre individu de la même espèce ou d'une espèce différente, ou provenant du même individu.",Sélectionnez toutes les réponses qui s'appliquent.,,,,,risk_factor_comor,,1.0,,,,1.0,1.0,1.0,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_primaryimmuno,radio,Déficience immunitaire primaire,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Il s'agit d'une maladie immunodéficitaire qui survient indépendamment d'un autre processus pathologique, d'une autre maladie ou d'une autre lésion.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,,,,,risk_factor_comor,,,,,,1.0,,,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_chemotherapy,radio,Chimiothérapie,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Il s'agit d'un traitement qui utilise des médicaments pour arrêter la croissance des cellules cancéreuses, soit en les tuant, soit en les empêchant de se diviser.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active. ,,,,,,,,,,,1.0,1.0,,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_radiotherapy,radio,Radiothérapie,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Il s'agit de l'utilisation de rayonnements à haute énergie provenant de rayons X, de rayons gamma, de neutrons, de protons et d'autres sources pour tuer les cellules cancéreuses et réduire les tumeurs.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,,,,,,,,,,,1.0,1.0,,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_steroidtherapy,radio,Traitement corticostéroïde à long terme ou à forte dose,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,Il s'agit de l'utilisation de corticostéroïdes exogènes à fortes doses ou pendant de longues périodes (généralement plus de 4 semaines) pour le traitement de toute maladie ou trouble.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,,,,,,,,,,,1.0,1.0,,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_skincon,radio,Affections cutanées pertinentes (dermatite atopique ou affections cutanées exfoliantes actives),"1, Oui | 0, Non | 99, Inconnu",,,,,,Skin,Il s'agit de toute anomalie de la structure ou du fonctionnement normal de la peau ou des tissus sous-cutanés qui se manifeste par un ensemble caractéristique de symptômes et de signes.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"95320005, Disorder of skin (disorder)",,,risk_factor_comor,,,,,,1.0,,,,,,,,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_skincondesc,text,Décrire les affections cutanées,,,,,,,Skin,Il s'agit de toute anomalie de la structure ou du fonctionnement normal de la peau ou des tissus sous-cutanés qui se manifeste par un ensemble caractéristique de symptômes et de signes.,"Si « Oui », veuillez décrire l'affection cutanée.",SNOMED,"95320005, Disorder of skin (disorder)",,,risk_factor_comor,,,,,,1.0,,,,,,,,,
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_paed,descriptive,Comorbidités spécifiques à l'enfant,,,,,,[demog_calcage_days]<=730,Paediatric,,,,,,,,,,,,,1.0,,,,,,,1.0,,
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_premature,radio,Prématurité (<37 semaines),"1, oui | 0, Non | 99, Inconnu",,,,,[demog_calcage_days]<=730,Paediatric,,,,,,,,,,,,,1.0,,,,,,,1.0,,
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_malnut_assess,descriptive,Évaluation de la malnutrition,,,,,,,Systemic/General,"Il s'agit de toute carence cliniquement identifiée dans l'apport, soit en énergie totale, soit en nutriments spécifiques, qui a conduit à une intervention diététique ou à une orientation avant cette admission.",Indiquez « Oui » si cette condition existait avant l'admission avec cette maladie actuelle et demeure une condition médicale active.,SNOMED,"2492009, Nutritional disorder (disorder)","CL1378604, Malnutrition",,risk_factor_comor,,,,,,,,,,,,,,,1.0
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_malnut_muac,number,Circonférence mi-haute du bras,,number,,,,[demog_calcage_days]<=5844,,,,,,,,,,,,,,,,,,,,,,,1.0
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_malnut_acuteill,radio,Maladie aiguë au cours des 3 derniers mois,"1, oui | 0, Non | 99, Inconnu",,,,,[demog_calcage_days]>23725,,,,,,,,,,,,,,,,,,,,,,,1.0
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_malnut_fintake65,radio,"Baisse de la prise alimentaire au cours des 3 derniers mois (appétit, digestion, difficultés de mastication/déglutition)","1, oui | 0, Non | 99, Inconnu",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_malnut_wtloss65,radio,Perte de poids au cours des 3 derniers mois,"1, perte de poids supérieure à 3 kg (6,6 lb) | 3, Perte de poids entre 1 et 3 kg (2,2 et 6,6 lbs) | 0, Pas de perte de poids | 99, Inconnu",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_malnut_psychstress65,radio,Stress psychologique au cours des 3 derniers mois,"1, oui | 0, Non | 99, Inconnu",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_otherdesc,descriptive,Autres comorbidités,,,,,,,Other,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Présents avant la maladie actuelle et persistants,comor_unlisted,list,Autres comorbidités pertinentes,"1, Oui | 0, Non | 99, Inconnu",,,,conditions_Comorbidities,,Other,Il s'agit d'une ou plusieurs affections comorbides non mentionnées ci-dessus.,Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"398192003, Co-morbid conditions (finding)",,,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,CO-MORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,comor_mhdesc,descriptive,Conditions aiguës actuelles,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_cpox,radio,Varicelle active,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit d'une infection active par le virus varicelle-zona. Les manifestations cliniques sont une fièvre et une éruption cutanée vésiculeuse prurigineuse survenant dix à vingt et un jours après l'exposition. N'incluez pas les cas de réactivation du virus varicelle-zona (VZV), c'est-à-dire le zona.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"38907003, Varicella (disorder)","C0008049, Chicken Pox",,,,,,,1.0,1.0,,,,,,,,,1.0
présentation,COMORBIDITÉS ET FACTEURS DE RISQUE : Existant avant cette maladie actuelle et en cours,medic_meas,radio,Rougeole active,"1, oui | 0, Non | 99, Inconnu",,,,,,,,Indiquez « Oui » si cette condition existait avant l'admission avec cette maladie actuelle et demeure une condition médicale active.,SNOMED,,,,,,,,,,,,,,,,,,,1.0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_actshingles,radio,Zona actif (herpès zoster),"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit d'un cas actif de zona ou d'herpès zoster dû à la réactivation du virus varicelle-zona qui est resté latent après l'exposition initiale du patient au virus sous forme de varicelle.,"Indiquez « Oui » si le patient souffre actuellement de zona (herpès zoster), une réactivation du virus varicelle-zona. Indiquez « Non » si le patient a seulement eu la varicelle dans le passé ou s'il n'a pas d'antécédents de cette affection.",SNOMED,4740000 | Herpes zoster (disorder) |,"C0019360, Herpes zoster",,,,,,,1.0,1.0,,,,,,,,,1.0
présentation,ANTÉCÉDENTS MÉDICAUX,medic_acthcv,radio,Hépatite C active,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit d'un cas actif d'infection par le virus de l'hépatite C.,Indiquez « Oui » si le patient présente actuellement une infection active par l'hépatite C.,,,,,,,,,,,1.0,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_acthbv,radio,Hépatite B active ,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit d'un cas actif d'infection par le virus de l'hépatite B.,Indiquez « Oui » si le patient est actuellement atteint d'une infection active par l'hépatite B.,,,,,,,,,,,1.0,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_sti,radio,Infection sexuellement transmissible active,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Définies comme des infections dues à ou propagées par des contacts sexuels, notamment la chlamydia, l'herpès génital/les verrues génitales, la gonorrhée, le HPV, les poux pubiens, la syphilis, la trichomonase, le lymphogranulome vénérien. N'incluez pas le VIH/SIDA et l'hépatite chronique, comme spécifié dans des questions distinctes.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"8098009, Sexually transmitted infectious disease (disorder)","CL1399179, Sexually transmitted infections",,,,,,,1.0,1.0,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_sti_type,checkbox,Précisez l'IST active,"1, virus de l'herpès simplex (HSV) | 2, papillomavirus humain (HPV) | 3, chlamydia | 4, gonorrhée | 5, syphilis | 6, mycoplasma genitalium | 99, inconnu | 88, autre",,,,,[medic_sti]='1',,"Définies comme des infections dues à ou propagées par des contacts sexuels, notamment la chlamydia, l'herpès génital/les verrues génitales, la gonorrhée, le HPV, les poux pubiens, la syphilis, la trichomonase, le lymphogranulome vénérien. N'incluez pas le VIH/SIDA et l'hépatite chronique, comme spécifié dans des questions distinctes.",Sélectionnez toutes les réponses qui s'appliquent.,SNOMED,"721585006, Sexually transmissible infection caused by Herpes simplex virus (disorder) | 240532009, Human papillomavirus infection (disorder) | 105629000, Chlamydial infection (disorder) | 15628003, Gonorrhea (disorder) | 76272004, Syphilis (disorder) | 1163504003, Infection caused by Mycoplasma genitalium (disorder)",,,,,,,,1.0,1.0,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_sti_oth,text,Précisez les autres IST actives,,,,,,[medic_sti_type(88)]='1',,"Définies comme des infections dues à ou propagées par des contacts sexuels, y compris celles qui ne sont pas énumérées ci-dessus. Ne pas inclure le VIH/SIDA et l'hépatite chronique, comme spécifié dans des questions distinctes.","Si « Autre », précisez l'autre IST active.",SNOMED,"8098009, Sexually transmitted infectious disease (disorder)",,,,,,,,1.0,1.0,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf,radio,Le patient a-t-il déjà eu une ou plusieurs infections par cet agent pathogène ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Défini comme un diagnostic antérieur avec le même agent pathogène dans un épisode clinique distinct de cette présentation ou admission.,Indiquez « Oui » si le patient a déjà été infecté par le même agent pathogène.,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_firstadm,radio,Le patient a-t-il déjà été hospitalisé pour un épisode antérieur de la même infection ?,"1, Oui - admis à l'hôpital ou en soins intensifs | 0, Non | 99, Inconnu",,,,,[medic_previnf] = '1',,Il s'agit des antécédents d'infection(s) du patient par le même agent pathogène et de l'hospitalisation ou de l'admission en soins intensifs du patient.,Indiquez « Oui » si le patient a été admis à l'hôpital ou en soins intensifs pour une infection par le même agent pathogène.,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_infstartdate,date_dmy,Quand cet épisode antérieur a-t-il commencé ?,,date_dmy,,today,,[medic_previnf]='1',,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a commencé.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a commencé.",,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_infenddate,date_dmy,Quand cet épisode antérieur s'est-il terminé ?,,date_dmy,,today,,[medic_previnf]='1',,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a pris fin.","Indiquez la date exacte au format JJ/MM/AAAA, ou si elle n'est pas connue, indiquez une date approximative, à laquelle l'infection précédente par le même agent pathogène a pris fin.",,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_labtest,radio,Cet épisode antérieur a-t-il été confirmé par des tests de laboratoire ?,"1, Oui | 0, Non | 99, Inconnu",,,,,[medic_previnf]='1',,Il s'agit de la confirmation de l'épisode infectieux antérieur par un test de laboratoire.,Indiquez « Oui » si l'épisode précédent a été confirmé par des tests de laboratoire.,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2,radio,Le patient a-t-il déjà eu une ou plusieurs infections avant la dernière infection signalée par cet agent pathogène ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Défini comme un diagnostic antérieur du même agent pathogène dans un épisode clinique avant la dernière infection signalée.,Indiquez « Oui » si le patient a déjà eu une infection par le même agent pathogène lors d'un épisode clinique avant la dernière infection signalée.,,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2_adm,radio,Le patient a-t-il déjà été hospitalisé lors d'un épisode précédent de la même infection ?,"1, Oui - admis à l'hôpital ou en soins intensifs | 0, Non | 99, Inconnu",,,,,[medic_previnf2] = '1',,Il s'agit des antécédents d'infection du patient par le même agent pathogène et de son admission éventuelle à l'hôpital ou en soins intensifs.,Indiquez « Oui » si le patient a été admis à l'hôpital ou en soins intensifs pour une infection par le même agent pathogène lors d'un épisode clinique avant la dernière infection signalée.,,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2_startdate,date_dmy,Quand cet épisode précédent a-t-il commencé ?,,date_dmy,,today,,[medic_previnf2]='1',,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode infectieux antérieur par le même agent pathogène a commencé.","Indiquez la date exacte au format JJ/MM/AAAA ou, si vous ne la connaissez pas, la date approximative à laquelle l'infection précédente par le même agent pathogène a commencé.",,,,,,1.0,,,,,,,,,,,,,,
